Country;Year;Series;Value
Uganda;2019;Population aged 0 to 14 years old (percentage);46.5000
Uganda;2019;Population aged 60+ years old (percentage);3.1872
Uganda;2019;Population density;221.5585
Ukraine;2005;Population mid-year estimates (millions);46.8908
Ukraine;2005;Population mid-year estimates for males (millions);21.7501
Ukraine;2005;Population mid-year estimates for females (millions);25.1407
Ukraine;2005;Sex ratio (males per 100 females);86.5136
Ukraine;2005;Population aged 0 to 14 years old (percentage);14.6234
Ukraine;2005;Population aged 60+ years old (percentage);20.3680
Ukraine;2005;Population density;80.9411
Ukraine;2010;Population mid-year estimates (millions);45.7921
Ukraine;2010;Population mid-year estimates for males (millions);21.1368
Ukraine;2010;Population mid-year estimates for females (millions);24.6553
Ukraine;2010;Sex ratio (males per 100 females);85.7294
Ukraine;2010;Population aged 0 to 14 years old (percentage);14.1260
Ukraine;2010;Population aged 60+ years old (percentage);20.9527
Ukraine;2010;Population density;79.0446
Ukraine;2017;Population mid-year estimates (millions);44.4877
Ukraine;2017;Population mid-year estimates for males (millions);20.5978
Ukraine;2017;Population mid-year estimates for females (millions);23.8899
Ukraine;2017;Sex ratio (males per 100 females);86.2200
Ukraine;2017;Population aged 0 to 14 years old (percentage);15.6290
Ukraine;2017;Population aged 60+ years old (percentage);22.8226
Ukraine;2017;Population density;76.7930
Ukraine;2017;Surface area (thousand km2);603.5000
Ukraine;2019;Population mid-year estimates (millions);43.9936
Ukraine;2019;Population mid-year estimates for males (millions);20.3790
Ukraine;2019;Population mid-year estimates for females (millions);23.6146
Ukraine;2019;Sex ratio (males per 100 females);86.2983
Ukraine;2019;Population aged 0 to 14 years old (percentage);15.9397
Ukraine;2019;Population aged 60+ years old (percentage);23.3712
Ukraine;2019;Population density;75.9401
United Arab Emirates;2005;Population mid-year estimates (millions);4.5882
United Arab Emirates;2005;Population mid-year estimates for males (millions);3.2295
United Arab Emirates;2005;Population mid-year estimates for females (millions);1.3587
United Arab Emirates;2005;Sex ratio (males per 100 females);237.6863
United Arab Emirates;2005;Population aged 0 to 14 years old (percentage);18.3413
United Arab Emirates;2005;Population aged 60+ years old (percentage);1.6024
United Arab Emirates;2005;Population density;54.8831
United Arab Emirates;2010;Population mid-year estimates (millions);8.5500
United Arab Emirates;2010;Population mid-year estimates for males (millions);6.3960
United Arab Emirates;2010;Population mid-year estimates for females (millions);2.1540
United Arab Emirates;2010;Sex ratio (males per 100 females);296.9299
United Arab Emirates;2010;Population aged 0 to 14 years old (percentage);13.1563
United Arab Emirates;2010;Population aged 60+ years old (percentage);1.3995
United Arab Emirates;2010;Population density;102.2726
United Arab Emirates;2017;Population mid-year estimates (millions);9.4872
United Arab Emirates;2017;Population mid-year estimates for males (millions);6.5955
United Arab Emirates;2017;Population mid-year estimates for females (millions);2.8917
United Arab Emirates;2017;Sex ratio (males per 100 females);228.0813
United Arab Emirates;2017;Population aged 0 to 14 years old (percentage);14.5044
United Arab Emirates;2017;Population aged 60+ years old (percentage);2.2087
United Arab Emirates;2017;Population density;113.4833
United Arab Emirates;2017;Surface area (thousand km2);83.6000
United Arab Emirates;2019;Population mid-year estimates (millions);9.7705
United Arab Emirates;2019;Population mid-year estimates for males (millions);6.7668
United Arab Emirates;2019;Population mid-year estimates for females (millions);3.0037
United Arab Emirates;2019;Sex ratio (males per 100 females);225.2809
United Arab Emirates;2019;Population aged 0 to 14 years old (percentage);14.7126
United Arab Emirates;2019;Population aged 60+ years old (percentage);2.7993
United Arab Emirates;2019;Population density;116.8724
United Kingdom;2005;Population mid-year estimates (millions);60.2880
United Kingdom;2005;Population mid-year estimates for males (millions);29.5175
United Kingdom;2005;Population mid-year estimates for females (millions);30.7705
United Kingdom;2005;Sex ratio (males per 100 females);95.9280
United Kingdom;2005;Population aged 0 to 14 years old (percentage);17.9777
United Kingdom;2005;Population aged 60+ years old (percentage);21.2185
United Kingdom;2005;Population density;249.1959
United Kingdom;2010;Population mid-year estimates (millions);63.4598
United Kingdom;2010;Population mid-year estimates for males (millions);31.1753
United Kingdom;2010;Population mid-year estimates for females (millions);32.2845
United Kingdom;2010;Sex ratio (males per 100 females);96.5642
United Kingdom;2010;Population aged 0 to 14 years old (percentage);17.4955
United Kingdom;2010;Population aged 60+ years old (percentage);22.6108
United Kingdom;2010;Population density;262.3065
United Kingdom;2017;Population mid-year estimates (millions);66.7275
United Kingdom;2017;Population mid-year estimates for males (millions);32.9241
United Kingdom;2017;Population mid-year estimates for females (millions);33.8034
United Kingdom;2017;Sex ratio (males per 100 females);97.3988
United Kingdom;2017;Population aged 0 to 14 years old (percentage);17.6350
United Kingdom;2017;Population aged 60+ years old (percentage);23.6954
United Kingdom;2017;Population density;275.8131
United Kingdom;2017;Surface area (thousand km2);242.4950
United Kingdom;2019;Population mid-year estimates (millions);67.5302
United Kingdom;2019;Population mid-year estimates for males (millions);33.3514
United Kingdom;2019;Population mid-year estimates for females (millions);34.1787
United Kingdom;2019;Sex ratio (males per 100 females);97.5795
United Kingdom;2019;Population aged 0 to 14 years old (percentage);17.6957
United Kingdom;2019;Population aged 60+ years old (percentage);24.1350
United Kingdom;2019;Population density;279.1310
United Rep. of Tanzania;2005;Population mid-year estimates (millions);38.4503
United Rep. of Tanzania;2005;Population mid-year estimates for males (millions);19.1381
United Rep. of Tanzania;2005;Population mid-year estimates for females (millions);19.3122
United Rep. of Tanzania;2005;Sex ratio (males per 100 females);99.0988
United Rep. of Tanzania;2005;Population aged 0 to 14 years old (percentage);44.7556
United Rep. of Tanzania;2005;Population aged 60+ years old (percentage);4.0787
United Rep. of Tanzania;2005;Population density;43.4075
United Rep. of Tanzania;2010;Population mid-year estimates (millions);44.3465
United Rep. of Tanzania;2010;Population mid-year estimates for males (millions);22.1195
United Rep. of Tanzania;2010;Population mid-year estimates for females (millions);22.2271
United Rep. of Tanzania;2010;Sex ratio (males per 100 females);99.5159
United Rep. of Tanzania;2010;Population aged 0 to 14 years old (percentage);44.8756
United Rep. of Tanzania;2010;Population aged 60+ years old (percentage);4.0287
United Rep. of Tanzania;2010;Population density;50.0638
United Rep. of Tanzania;2017;Population mid-year estimates (millions);54.6603
United Rep. of Tanzania;2017;Population mid-year estimates for males (millions);27.2949
United Rep. of Tanzania;2017;Population mid-year estimates for females (millions);27.3654
United Rep. of Tanzania;2017;Sex ratio (males per 100 females);99.7424
United Rep. of Tanzania;2017;Population aged 0 to 14 years old (percentage);44.3164
United Rep. of Tanzania;2017;Population aged 60+ years old (percentage);4.1031
United Rep. of Tanzania;2017;Population density;61.7073
United Rep. of Tanzania;2017;Surface area (thousand km2);947.3030
United Rep. of Tanzania;2019;Population mid-year estimates (millions);58.0055
United Rep. of Tanzania;2019;Population mid-year estimates for males (millions);28.9806
United Rep. of Tanzania;2019;Population mid-year estimates for females (millions);29.0248
United Rep. of Tanzania;2019;Sex ratio (males per 100 females);99.8477
United Rep. of Tanzania;2019;Population aged 0 to 14 years old (percentage);43.8438
United Rep. of Tanzania;2019;Population aged 60+ years old (percentage);4.1840
United Rep. of Tanzania;2019;Population density;65.4837
United States of America;2005;Population mid-year estimates (millions);294.9935
United States of America;2005;Population mid-year estimates for males (millions);145.5681
United States of America;2005;Population mid-year estimates for females (millions);149.4254
United States of America;2005;Sex ratio (males per 100 females);97.4185
United States of America;2005;Population aged 0 to 14 years old (percentage);20.8811
United States of America;2005;Population aged 60+ years old (percentage);16.6797
United States of America;2005;Population density;32.2488
United States of America;2010;Population mid-year estimates (millions);309.0115
United States of America;2010;Population mid-year estimates for males (millions);152.6109
United States of America;2010;Population mid-year estimates for females (millions);156.4006
United States of America;2010;Sex ratio (males per 100 females);97.5770
United States of America;2010;Population aged 0 to 14 years old (percentage);20.2048
United States of America;2010;Population aged 60+ years old (percentage);18.3749
United States of America;2010;Population density;33.7813
United States of America;2017;Population mid-year estimates (millions);325.0848
United States of America;2017;Population mid-year estimates for males (millions);160.8409
United States of America;2017;Population mid-year estimates for females (millions);164.2438
United States of America;2017;Sex ratio (males per 100 females);97.9282
United States of America;2017;Population aged 0 to 14 years old (percentage);18.8585
United States of America;2017;Population aged 60+ years old (percentage);21.4902
United States of America;2017;Population density;35.5384
United States of America;2017;Surface area (thousand km2);9833.5168
United States of America;2019;Population mid-year estimates (millions);329.0649
United States of America;2019;Population mid-year estimates for males (millions);162.8263
United States of America;2019;Population mid-year estimates for females (millions);166.2386
United States of America;2019;Sex ratio (males per 100 females);97.9473
United States of America;2019;Population aged 0 to 14 years old (percentage);18.5493
United States of America;2019;Population aged 60+ years old (percentage);22.4180
United States of America;2019;Population density;35.9735
United States Virgin Islands;2005;Population mid-year estimates (millions);0.1078
United States Virgin Islands;2005;Population mid-year estimates for males (millions);0.0521
United States Virgin Islands;2005;Population mid-year estimates for females (millions);0.0557
United States Virgin Islands;2005;Sex ratio (males per 100 females);93.4865
United States Virgin Islands;2005;Population aged 0 to 14 years old (percentage);22.4140
United States Virgin Islands;2005;Population aged 60+ years old (percentage);16.6160
United States Virgin Islands;2005;Population density;307.9829
United States Virgin Islands;2010;Population mid-year estimates (millions);0.1061
United States Virgin Islands;2010;Population mid-year estimates for males (millions);0.0508
United States Virgin Islands;2010;Population mid-year estimates for females (millions);0.0553
United States Virgin Islands;2010;Sex ratio (males per 100 females);91.7714
United States Virgin Islands;2010;Population aged 0 to 14 years old (percentage);20.7377
United States Virgin Islands;2010;Population aged 60+ years old (percentage);20.4445
United States Virgin Islands;2010;Population density;303.1057
United States Virgin Islands;2017;Population mid-year estimates (millions);0.1048
United States Virgin Islands;2017;Population mid-year estimates for males (millions);0.0499
United States Virgin Islands;2017;Population mid-year estimates for females (millions);0.0549
United States Virgin Islands;2017;Sex ratio (males per 100 females);90.8097
United States Virgin Islands;2017;Population aged 0 to 14 years old (percentage);19.9168
United States Virgin Islands;2017;Population aged 60+ years old (percentage);25.4699
United States Virgin Islands;2017;Population density;299.2886
United States Virgin Islands;2017;Surface area (thousand km2);0.3470
United States Virgin Islands;2019;Population mid-year estimates (millions);0.1046
United States Virgin Islands;2019;Population mid-year estimates for males (millions);0.0497
United States Virgin Islands;2019;Population mid-year estimates for females (millions);0.0549
United States Virgin Islands;2019;Sex ratio (males per 100 females);90.5768
United States Virgin Islands;2019;Population aged 0 to 14 years old (percentage);19.4936
United States Virgin Islands;2019;Population aged 60+ years old (percentage);26.9349
